week,k,scenario,posterior_value
2024-11-30,0.05,A-2024-08-01,0.05701754385964912
2024-11-30,0.05,B-2024-08-01,0.3267543859649123
2024-11-30,0.05,C-2024-08-01,0.11403508771929824
2024-11-30,0.05,D-2024-08-01,0.18421052631578946
2024-11-30,0.05,E-2024-08-01,0.12280701754385964
2024-11-30,0.05,F-2024-08-01,0.19517543859649122
2024-12-07,0.05,A-2024-08-01,0.06140350877192982
2024-12-07,0.05,B-2024-08-01,0.3157894736842105
2024-12-07,0.05,C-2024-08-01,0.09868421052631579
2024-12-07,0.05,D-2024-08-01,0.20614035087719298
2024-12-07,0.05,E-2024-08-01,0.12280701754385964
2024-12-07,0.05,F-2024-08-01,0.19517543859649122
2024-12-14,0.05,A-2024-08-01,0.08114035087719298
2024-12-14,0.05,B-2024-08-01,0.3399122807017544
2024-12-14,0.05,C-2024-08-01,0.08991228070175439
2024-12-14,0.05,D-2024-08-01,0.20394736842105263
2024-12-14,0.05,E-2024-08-01,0.12719298245614036
2024-12-14,0.05,F-2024-08-01,0.15789473684210525
2024-12-21,0.05,A-2024-08-01,0.07894736842105263
2024-12-21,0.05,B-2024-08-01,0.3223684210526316
2024-12-21,0.05,C-2024-08-01,0.09868421052631579
2024-12-21,0.05,D-2024-08-01,0.21052631578947367
2024-12-21,0.05,E-2024-08-01,0.1337719298245614
2024-12-21,0.05,F-2024-08-01,0.15570175438596492
2024-12-28,0.05,A-2024-08-01,0.08114035087719298
2024-12-28,0.05,B-2024-08-01,0.3399122807017544
2024-12-28,0.05,C-2024-08-01,0.09649122807017543
2024-12-28,0.05,D-2024-08-01,0.18859649122807018
2024-12-28,0.05,E-2024-08-01,0.15350877192982457
2024-12-28,0.05,F-2024-08-01,0.14035087719298245
2025-01-04,0.05,A-2024-08-01,0.07894736842105263
2025-01-04,0.05,B-2024-08-01,0.3201754385964912
2025-01-04,0.05,C-2024-08-01,0.12280701754385964
2025-01-04,0.05,D-2024-08-01,0.19078947368421054
